ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_HOUSING_TYPE,FLAG_MOBIL,OCCUPATION_TYPE,NO_RISK_MONTHS,LOW_RISK_MONTHS,MEDIUM_RISK_MONTHS,HIGH_RISK_MONTHS,CRITICAL_RISK_MONTHS,AGE_YEARS,YEARS_EMPLOYED,CREDIT_APPROVAL
5054048,1,0,112500.0,Working,Rented apartment,1,Laborers,35,4,0,0,0,31,9,1
5054049,1,0,112500.0,Working,Rented apartment,1,Laborers,39,4,0,0,0,31,9,1
5054050,1,0,112500.0,Working,Rented apartment,1,Laborers,19,1,0,0,0,31,9,1
5054051,1,0,112500.0,Working,Rented apartment,1,Laborers,51,10,0,0,0,31,9,1
5054052,1,0,112500.0,Working,Rented apartment,1,Laborers,32,9,0,0,0,31,9,1
5054053,1,0,112500.0,Working,Rented apartment,1,Laborers,39,0,0,0,0,31,9,1
5054054,1,0,112500.0,Working,Rented apartment,1,Laborers,20,19,0,0,0,31,9,1
5054055,1,0,112500.0,Working,Rented apartment,1,Laborers,21,4,0,0,0,31,9,1
5054056,1,0,112500.0,Working,Rented apartment,1,Laborers,14,6,0,0,0,31,9,1
5054057,0,0,270000.0,Working,House,1,Drivers,4,21,2,0,0,39,5,1
5054058,1,0,450000.0,Working,House,1,Managers,6,10,1,0,0,41,12,1
5054060,0,0,157500.0,Working,House,1,Drivers,3,7,0,0,0,44,3,1
5054061,0,0,157500.0,Working,House,1,Drivers,0,21,1,0,0,44,3,1
5054062,0,0,157500.0,Working,House,1,Drivers,0,3,0,0,0,44,3,1
5054064,0,0,157500.0,Working,House,1,Drivers,0,40,1,0,0,44,3,1
5054065,0,0,157500.0,Working,House,1,Drivers,13,28,0,0,0,44,3,1
5054066,0,0,157500.0,Working,House,1,Drivers,1,44,1,0,0,44,3,1
5054067,0,0,157500.0,Working,House,1,Drivers,0,33,1,0,0,44,3,1
5054069,1,0,270000.0,Working,House,1,Laborers,26,3,1,0,0,28,9,1
5054070,1,0,270000.0,Working,House,1,Laborers,52,3,1,0,0,28,9,1
5054071,1,0,270000.0,Working,House,1,Laborers,18,0,0,0,0,28,9,1
5054072,0,0,135000.0,Working,House,1,,1,3,0,0,0,46,15,1
5054073,0,0,135000.0,Working,House,1,,27,4,0,0,0,46,15,1
5054074,0,0,135000.0,Working,House,1,,29,1,0,0,0,46,15,1
5054075,0,0,135000.0,Working,House,1,,28,11,0,0,0,46,15,1
5054076,0,0,135000.0,Working,House,1,,1,3,0,0,0,46,15,1
5054077,0,0,135000.0,Working,House,1,,1,3,0,0,0,46,15,1
5054078,0,0,135000.0,Working,House,1,,31,0,0,0,0,46,15,1
5054079,0,0,135000.0,Working,House,1,,1,3,0,0,0,46,15,1
5054080,0,0,135000.0,Working,House,1,,38,1,0,0,0,46,15,1
5054081,0,0,135000.0,Working,House,1,,1,3,0,0,0,46,15,1
5054082,0,0,135000.0,Working,House,1,,9,6,0,0,0,46,15,1
5054083,0,0,135000.0,Working,House,1,,1,3,0,0,0,46,15,1
5054087,0,0,166500.0,Working,House,1,Core staff,31,6,0,0,0,35,0,1
5054088,0,0,176175.0,Commercial associate,With parents,1,Core staff,3,10,2,0,0,24,1,1
5054089,0,0,176175.0,Commercial associate,With parents,1,Core staff,7,10,2,0,0,24,1,1
5054090,0,0,176175.0,Commercial associate,With parents,1,Core staff,14,6,0,0,0,24,1,1
5054091,0,0,176175.0,Commercial associate,With parents,1,Core staff,7,10,2,0,0,24,1,1
5054092,0,0,176175.0,Commercial associate,With parents,1,Core staff,0,10,1,0,0,24,1,1
5054093,0,0,176175.0,Commercial associate,With parents,1,Core staff,0,5,1,0,0,24,1,1
5054094,1,0,202500.0,Working,House,1,Drivers,3,29,1,0,0,32,1,1
5054095,1,0,202500.0,Working,House,1,Drivers,3,29,1,0,0,32,1,1
5054096,1,0,202500.0,Working,House,1,Drivers,33,6,0,0,0,32,1,1
5054097,1,0,202500.0,Working,House,1,Drivers,3,29,1,0,0,32,1,1
5054098,1,0,202500.0,Working,House,1,Drivers,35,4,0,0,0,32,1,1
5054099,1,0,202500.0,Working,House,1,Drivers,3,13,0,0,0,32,1,1
5054100,1,0,202500.0,Working,House,1,Drivers,28,6,0,0,0,32,1,1
5054101,1,0,202500.0,Working,House,1,Drivers,3,29,1,0,0,32,1,1
5054102,0,0,67500.0,Pensioner,House,1,,1,4,4,0,0,58,0,0
5054103,0,0,67500.0,Pensioner,House,1,,22,12,0,0,0,58,0,1
5054104,0,0,67500.0,Pensioner,House,1,,1,4,4,0,0,58,0,0
5054105,0,0,67500.0,Pensioner,House,1,,1,4,4,0,0,58,0,0
5054106,0,0,67500.0,Pensioner,House,1,,1,4,4,0,0,58,0,0
5054107,1,0,315000.0,Commercial associate,House,1,Managers,9,1,0,0,0,49,9,1
5054108,1,0,315000.0,Commercial associate,House,1,Managers,9,1,0,0,0,49,9,1
5054109,0,0,225000.0,Commercial associate,House,1,Sales staff,34,0,0,0,0,33,8,1
5054110,0,0,134419.5,Commercial associate,House,1,,18,10,0,0,0,28,1,1
5054111,0,0,134419.5,Commercial associate,House,1,,10,18,0,0,0,28,1,1
5054112,0,0,134419.5,Commercial associate,House,1,,31,10,0,0,0,28,1,1
5054113,0,0,134419.5,Commercial associate,House,1,,31,10,0,0,0,28,1,1
5054114,0,0,134419.5,Commercial associate,House,1,,31,10,0,0,0,28,1,1
5054115,0,0,134419.5,Commercial associate,House,1,,28,0,0,0,0,28,1,1
5054116,1,0,126000.0,Working,House,1,Security staff,21,5,0,0,0,55,4,1
5054117,1,0,126000.0,Working,House,1,Security staff,0,5,0,0,0,55,4,1
5054118,1,0,126000.0,Working,House,1,Security staff,1,4,0,0,0,55,4,1
5054119,0,0,157500.0,Commercial associate,House,1,Laborers,23,10,0,0,0,33,4,1
5054120,1,0,112500.0,Commercial associate,House,1,Laborers,0,3,0,0,0,44,0,1
5054121,1,0,112500.0,Commercial associate,House,1,Laborers,15,6,0,0,0,44,0,1
5054122,1,0,112500.0,Commercial associate,House,1,Laborers,30,3,0,0,0,44,0,1
5054123,1,0,112500.0,Commercial associate,House,1,Laborers,52,3,0,0,0,44,0,1
5054125,1,0,112500.0,Commercial associate,House,1,Laborers,18,3,0,0,0,44,0,1
5054126,0,0,190399.5,Commercial associate,House,1,Core staff,1,0,1,0,0,28,3,1
5054127,0,0,190399.5,Commercial associate,House,1,Core staff,18,20,0,0,0,28,3,1
5054128,0,0,190399.5,Commercial associate,House,1,Core staff,2,0,0,0,0,28,3,1
5054129,0,0,190399.5,Commercial associate,House,1,Core staff,1,0,1,0,0,28,3,1
5054130,0,0,190399.5,Commercial associate,House,1,Core staff,7,5,0,0,0,28,3,1
5054131,0,0,190399.5,Commercial associate,House,1,Core staff,1,1,0,0,0,28,3,1
5054132,0,0,135000.0,Working,House,1,Laborers,10,10,0,0,0,36,7,1
5054140,0,0,135000.0,Working,House,1,Laborers,10,10,0,0,0,36,7,1
5054141,0,0,135000.0,Working,House,1,Laborers,40,10,0,0,0,36,7,1
5054142,0,0,135000.0,Working,House,1,Laborers,10,10,0,0,0,36,7,1
5054143,0,0,135000.0,Working,House,1,Laborers,10,10,0,0,0,36,7,1
5054144,0,0,135000.0,Working,House,1,Laborers,33,10,0,0,0,36,7,1
5054145,0,0,135000.0,Working,House,1,Laborers,0,8,0,0,0,36,7,1
5054148,0,0,135000.0,Working,House,1,Laborers,10,10,0,0,0,36,7,1
5054149,0,0,135000.0,Working,House,1,Laborers,0,38,0,0,0,36,7,1
5054150,0,0,135000.0,Working,House,1,Laborers,27,6,0,0,0,36,7,1
5054151,0,0,67500.0,Commercial associate,House,1,Drivers,12,4,0,0,0,47,1,1
5054152,0,0,67500.0,Commercial associate,House,1,Drivers,0,4,0,0,0,47,1,1
5054153,0,0,67500.0,Working,House,1,Laborers,2,12,0,0,0,54,13,1
5054154,0,0,67500.0,Working,House,1,Laborers,2,12,0,0,0,54,13,1
5054155,0,0,67500.0,Working,House,1,Laborers,0,11,0,0,0,54,13,1
5054156,0,0,67500.0,Working,House,1,Laborers,14,12,0,0,0,54,13,1
5054157,0,0,72000.0,State servant,House,1,Cooking staff,13,10,0,0,0,53,21,1
5054158,1,0,315000.0,Commercial associate,House,1,High skill tech staff,1,11,0,0,0,38,4,1
5054159,1,0,315000.0,Commercial associate,House,1,High skill tech staff,0,4,0,0,0,38,4,1
5054160,1,0,315000.0,Commercial associate,House,1,High skill tech staff,2,2,0,0,0,38,4,1
5054161,1,0,315000.0,Commercial associate,House,1,High skill tech staff,1,11,0,0,0,38,4,1
5054162,1,0,315000.0,Commercial associate,House,1,High skill tech staff,5,3,0,0,0,38,4,1
5054163,0,0,67500.0,Working,House,1,Sales staff,0,7,0,0,0,30,0,1
5054164,0,0,67500.0,Working,House,1,Sales staff,0,14,0,0,0,30,0,1
5054165,0,0,67500.0,Working,House,1,Sales staff,0,14,0,0,0,30,0,1
5054166,0,0,67500.0,Working,House,1,Sales staff,29,10,0,0,0,30,0,1
5054167,0,0,67500.0,Working,House,1,Sales staff,1,6,0,0,0,30,0,1
5054168,0,0,67500.0,Working,House,1,Sales staff,0,7,0,0,0,30,0,1
5054169,0,0,67500.0,Working,House,1,Sales staff,0,6,0,0,0,30,0,1
5054172,1,0,292500.0,Working,House,1,Accountants,7,1,0,0,0,47,5,1
5054173,1,0,292500.0,Working,House,1,Accountants,12,9,0,0,0,47,5,1
5054174,1,0,135000.0,Working,House,1,Managers,29,5,0,0,0,33,4,1
5054175,1,0,135000.0,Working,House,1,Managers,10,0,0,0,0,33,4,1
5054176,1,0,135000.0,Working,House,1,Managers,21,5,0,0,0,33,4,1
5054177,1,0,135000.0,Working,House,1,Managers,10,0,0,0,0,33,4,1
5054178,1,0,135000.0,Working,House,1,Managers,5,5,0,0,0,33,4,1
5054179,1,0,135000.0,Working,House,1,Managers,10,0,0,0,0,33,4,1
5054180,1,0,135000.0,Working,House,1,Managers,22,5,0,0,0,33,4,1
5054181,1,0,135000.0,Working,House,1,Managers,2,0,0,0,0,33,4,1
5054182,0,0,135000.0,Working,House,1,Sales staff,35,0,0,0,0,31,1,1
5054183,0,0,135000.0,Working,House,1,Sales staff,4,0,0,0,0,31,1,1
5054184,0,0,135000.0,Working,House,1,Sales staff,4,0,0,0,0,31,1,1
5054185,0,0,135000.0,Working,House,1,Sales staff,0,4,0,0,0,31,1,1
5054186,0,0,135000.0,Working,House,1,Sales staff,4,0,0,0,0,31,1,1
5054187,0,0,135000.0,Working,House,1,Sales staff,4,0,0,0,0,31,1,1
5054188,0,0,135000.0,Working,House,1,Sales staff,33,5,0,0,0,31,1,1
5054192,0,0,135000.0,Working,House,1,Sales staff,19,28,0,0,0,31,1,1
5054193,0,0,135000.0,Working,House,1,Sales staff,1,19,0,0,0,31,1,1
5054196,0,0,135000.0,Working,House,1,Sales staff,56,0,0,0,0,31,1,1
5054200,0,0,135000.0,Working,House,1,Sales staff,15,5,0,0,0,31,1,1
5054201,1,0,112500.0,Working,House,1,Security staff,2,9,0,0,0,33,0,1
5054202,1,0,112500.0,Working,House,1,Security staff,5,8,0,0,0,33,0,1
5054203,1,0,112500.0,Working,House,1,Security staff,2,9,0,0,0,33,0,1
5054204,1,0,135000.0,Working,House,1,Drivers,0,3,0,0,0,25,3,1
5054205,1,0,135000.0,Working,House,1,Drivers,0,3,0,0,0,25,3,1
5054206,1,0,171000.0,Working,With parents,1,Laborers,30,4,0,0,0,30,6,1
5054207,1,0,171000.0,Working,With parents,1,Laborers,31,4,0,0,0,30,6,1
5054208,1,0,171000.0,Working,With parents,1,Laborers,4,4,0,0,0,30,6,1
5054209,1,0,171000.0,Working,With parents,1,Laborers,19,4,0,0,0,30,6,1
5054210,1,0,171000.0,Working,With parents,1,Laborers,20,5,0,0,0,30,6,1
5054211,1,0,171000.0,Working,With parents,1,Laborers,17,5,0,0,0,30,6,1
5054212,1,0,171000.0,Working,With parents,1,Laborers,8,6,0,0,0,30,6,1
5054213,1,0,171000.0,Working,With parents,1,Laborers,7,6,0,0,0,30,6,1
5054214,1,0,171000.0,Working,With parents,1,Laborers,4,6,0,0,0,30,6,1
5054215,1,0,378000.0,State servant,House,1,,46,3,0,0,0,39,7,1
5054216,1,0,378000.0,State servant,House,1,,12,37,0,0,0,39,7,1
5054217,1,0,378000.0,State servant,House,1,,0,11,0,0,0,39,7,1
5054218,1,0,378000.0,State servant,House,1,,47,12,0,0,0,39,7,1
5054219,1,0,378000.0,State servant,House,1,,12,7,0,0,0,39,7,1
5054222,1,0,378000.0,State servant,House,1,,9,12,0,0,0,39,7,1
5054223,0,0,180000.0,Commercial associate,House,1,Sales staff,31,11,0,0,0,40,2,1
5054224,0,0,180000.0,Commercial associate,House,1,Sales staff,19,1,0,0,0,40,2,1
5054226,0,0,180000.0,Commercial associate,House,1,Sales staff,36,11,0,0,0,40,2,1
5054227,1,0,90000.0,Working,House,1,,0,3,0,0,0,32,4,1
5054228,0,0,180000.0,Working,House,1,Managers,10,12,0,0,0,31,0,1
5054229,0,0,180000.0,Working,House,1,Managers,45,6,0,0,0,31,0,1
5054231,0,0,135000.0,Working,House,1,Security staff,45,5,0,0,0,32,4,1
5054232,0,0,90000.0,Working,House,1,,30,0,0,0,0,29,7,1
5054234,0,0,135000.0,Pensioner,House,1,,24,8,0,0,0,57,0,1
5054235,0,0,135000.0,Pensioner,House,1,,6,7,2,0,0,57,0,1
5054236,0,0,135000.0,Pensioner,House,1,,6,20,2,0,0,57,0,1
5054237,0,0,135000.0,Pensioner,House,1,,6,7,2,0,0,57,0,1
5054240,0,0,135000.0,Working,House,1,Medicine staff,8,7,0,0,0,28,3,1
5054241,0,0,135000.0,Working,House,1,Medicine staff,5,10,0,0,0,28,3,1
5054242,0,0,135000.0,Working,House,1,Medicine staff,1,23,0,0,0,28,3,1
5054243,0,0,135000.0,Working,House,1,Medicine staff,9,6,0,0,0,28,3,1
5054244,0,0,135000.0,Working,House,1,Medicine staff,1,2,0,0,0,28,3,1
5054245,0,0,135000.0,Working,House,1,Medicine staff,18,6,0,0,0,28,3,1
5054247,1,0,157500.0,Commercial associate,House,1,Sales staff,0,7,0,0,0,47,11,1
5054248,1,0,157500.0,Commercial associate,House,1,Sales staff,0,7,0,0,0,47,11,1
5054249,1,0,157500.0,Commercial associate,House,1,Sales staff,2,5,0,0,0,47,11,1
5054250,1,0,270000.0,Commercial associate,House,1,Laborers,52,6,0,0,0,31,12,1
5054251,0,0,202500.0,Working,House,1,Laborers,2,6,1,0,0,27,7,1
5054252,0,0,202500.0,Working,House,1,Laborers,2,6,1,0,0,27,7,1
5054253,0,0,202500.0,Working,House,1,Laborers,0,2,0,0,0,27,7,1
5054254,0,0,202500.0,Working,House,1,Laborers,39,0,0,0,0,27,7,1
5054255,0,0,202500.0,Working,House,1,Laborers,0,6,0,0,0,27,7,1
5054256,0,0,202500.0,Working,House,1,Laborers,0,2,0,0,0,27,7,1
5054257,0,0,202500.0,Working,House,1,Laborers,5,7,0,0,0,27,7,1
5054258,0,0,202500.0,Working,House,1,Laborers,2,6,1,0,0,27,7,1
5054259,0,0,202500.0,Working,House,1,Laborers,2,6,1,0,0,27,7,1
5054260,0,0,202500.0,Working,House,1,Laborers,9,0,0,0,0,27,7,1
5054261,0,0,202500.0,Working,House,1,Laborers,1,4,1,0,0,27,7,1
5054262,0,0,202500.0,Working,House,1,Laborers,6,0,0,0,0,27,7,1
5054263,1,0,427500.0,Commercial associate,House,1,,43,6,0,0,0,39,13,1
5054264,1,0,427500.0,Commercial associate,House,1,,52,6,0,0,0,39,13,1
5054265,1,0,427500.0,Commercial associate,House,1,,15,38,5,0,0,39,13,0
5054268,1,0,427500.0,Commercial associate,House,1,,48,9,0,0,0,39,13,1
5054269,1,0,427500.0,Commercial associate,House,1,,43,6,0,0,0,39,13,1
5054270,0,0,90000.0,Working,House,1,Sales staff,11,1,0,0,0,54,0,1
5054271,0,0,90000.0,Working,House,1,Sales staff,11,1,0,0,0,54,0,1
5054272,0,0,90000.0,Working,House,1,Sales staff,15,0,0,0,0,54,0,1
5054273,0,0,292500.0,State servant,House,1,Secretaries,20,0,0,0,0,39,10,1
5054274,0,0,292500.0,State servant,House,1,Secretaries,20,0,0,0,0,39,10,1
5054275,0,0,292500.0,State servant,House,1,Secretaries,4,12,0,0,0,39,10,1
5054276,0,0,292500.0,State servant,House,1,Secretaries,20,0,0,0,0,39,10,1
5054277,0,0,292500.0,State servant,House,1,Secretaries,0,7,1,0,0,39,10,1
5054278,0,0,292500.0,State servant,House,1,Secretaries,8,0,0,0,0,39,10,1
5054279,0,0,716323.5,State servant,With parents,1,Laborers,1,35,0,0,0,25,6,1
5054280,0,0,716323.5,State servant,With parents,1,Laborers,19,7,6,0,0,25,6,0
5054281,1,0,112500.0,Commercial associate,House,1,Cleaning staff,0,11,0,0,0,47,0,1
5054284,0,0,121500.0,Working,House,1,Core staff,0,3,0,0,0,34,1,1
5054285,0,0,121500.0,Working,House,1,Core staff,3,0,0,0,0,34,1,1
5054286,0,0,121500.0,Working,House,1,Core staff,0,5,0,0,0,34,1,1
5054287,0,0,121500.0,Working,House,1,Core staff,41,11,0,0,0,34,1,1
5054290,0,0,121500.0,Working,House,1,Core staff,40,9,0,0,0,34,1,1
5054291,0,0,121500.0,Working,House,1,Core staff,3,0,0,0,0,34,1,1
5054292,0,0,121500.0,Working,House,1,Core staff,1,17,0,0,0,34,1,1
5054293,0,0,121500.0,Working,House,1,Core staff,37,9,0,0,0,34,1,1
5054294,0,0,121500.0,Working,House,1,Core staff,3,0,0,0,0,34,1,1
5054295,0,0,121500.0,Working,House,1,Core staff,2,5,2,0,0,34,1,1
5054296,0,0,121500.0,Working,House,1,Core staff,8,11,3,0,0,34,1,0
5054297,1,0,112500.0,Working,House,1,Cooking staff,21,16,0,0,0,38,20,1
5054298,1,0,112500.0,Working,House,1,Cooking staff,17,9,0,0,0,38,20,1
5054299,1,0,112500.0,Working,House,1,Cooking staff,2,7,0,0,0,38,20,1
5054300,1,0,112500.0,Working,House,1,Cooking staff,1,2,0,0,0,38,20,1
5054301,1,0,112500.0,Working,House,1,Cooking staff,10,16,0,0,0,38,20,1
5054302,1,0,112500.0,Working,House,1,Cooking staff,18,9,0,0,0,38,20,1
5054303,1,0,112500.0,Working,House,1,Cooking staff,21,16,0,0,0,38,20,1
5054304,1,0,112500.0,Working,House,1,Cooking staff,18,9,0,0,0,38,20,1
5054305,1,0,112500.0,Working,House,1,Cooking staff,10,9,0,0,0,38,20,1
5054306,0,0,135000.0,Working,House,1,Laborers,5,2,0,0,0,27,2,1
5054307,0,0,135000.0,Working,House,1,Laborers,8,2,0,0,0,27,2,1
5054308,0,0,135000.0,Working,House,1,Laborers,7,3,0,0,0,27,2,1
5054309,0,0,135000.0,Working,House,1,Laborers,5,2,0,0,0,27,2,1
5054310,0,0,135000.0,Working,House,1,Laborers,5,2,0,0,0,27,2,1
5054311,0,0,112500.0,Commercial associate,House,1,High skill tech staff,61,0,0,0,0,55,4,1
5054312,0,0,112500.0,Commercial associate,House,1,High skill tech staff,15,13,1,0,0,55,4,1
5054313,0,0,112500.0,Commercial associate,House,1,High skill tech staff,25,22,2,0,0,55,4,1
5054314,0,0,112500.0,Commercial associate,House,1,High skill tech staff,29,22,2,0,0,55,4,1
5054315,0,0,112500.0,Commercial associate,House,1,High skill tech staff,27,22,2,0,0,55,4,1
5054316,0,0,67500.0,Working,House,1,Managers,5,8,0,0,0,25,3,1
5054317,0,0,121500.0,Working,House,1,Laborers,21,11,0,0,0,37,0,1
5054318,0,0,121500.0,Working,House,1,Laborers,2,4,0,0,0,37,0,1
5054319,0,0,121500.0,Working,House,1,Laborers,2,4,0,0,0,37,0,1
5054320,0,0,121500.0,Working,House,1,Laborers,0,1,0,0,0,37,0,1
5054321,0,0,63000.0,Pensioner,House,1,,42,12,0,0,0,61,0,1
5054322,0,0,63000.0,Pensioner,House,1,,9,5,0,0,0,61,0,1
5054325,0,0,63000.0,Pensioner,House,1,,35,0,0,0,0,61,0,1
5054327,0,0,63000.0,Pensioner,House,1,,14,0,0,0,0,61,0,1
5054328,0,0,135000.0,State servant,Municipal apartment,1,Managers,0,10,0,0,0,44,7,1
5054330,0,0,126000.0,Working,House,1,Laborers,3,11,0,0,0,62,26,1
5054331,0,0,126000.0,Working,House,1,Laborers,3,11,0,0,0,62,26,1
5054332,0,0,126000.0,Working,House,1,Laborers,3,11,0,0,0,62,26,1
5054333,0,0,126000.0,Working,House,1,Laborers,3,11,0,0,0,62,26,1
5054335,0,0,135000.0,Commercial associate,House,1,Sales staff,0,2,0,0,0,36,0,1
5054336,1,0,225000.0,Working,House,1,Sales staff,21,22,0,0,0,56,2,1
5054338,1,0,225000.0,Working,House,1,Sales staff,25,22,0,0,0,56,2,1
5054339,1,0,225000.0,Working,House,1,Sales staff,0,7,0,0,0,56,2,1
5054342,1,0,225000.0,Working,House,1,Sales staff,23,22,0,0,0,56,2,1
5054343,1,0,225000.0,Working,House,1,Sales staff,0,30,2,0,0,56,2,1
5054344,1,0,225000.0,Working,House,1,Sales staff,0,22,0,0,0,56,2,1
5054345,0,0,103500.0,Working,House,1,Sales staff,1,3,0,0,0,33,1,1
5054347,0,0,103500.0,Working,House,1,Sales staff,1,3,0,0,0,33,1,1
5054348,0,0,103500.0,Working,House,1,Sales staff,1,3,0,0,0,33,1,1
5054349,0,0,157500.0,Working,House,1,Sales staff,0,8,0,0,0,35,1,1
5054350,0,0,157500.0,Working,House,1,Sales staff,0,6,0,0,0,35,1,1
5054351,0,0,157500.0,Working,House,1,Sales staff,1,1,0,0,0,35,1,1
5054352,0,0,99000.0,State servant,House,1,Laborers,44,9,0,0,0,60,14,1
5054354,0,0,99000.0,State servant,House,1,Laborers,48,5,0,0,0,60,14,1
5054355,0,0,99000.0,State servant,House,1,Laborers,13,5,0,0,0,60,14,1
5054356,0,0,99000.0,State servant,House,1,Laborers,43,10,0,0,0,60,14,1
5054357,0,0,99000.0,State servant,House,1,Laborers,54,6,0,0,0,60,14,1
5054359,0,0,135000.0,Working,House,1,Laborers,17,2,0,0,0,29,2,1
5054362,0,0,135000.0,Working,House,1,Laborers,37,3,0,0,0,29,2,1
5054363,0,0,135000.0,Working,House,1,Laborers,45,6,0,0,0,29,2,1
5054365,0,0,148500.0,Pensioner,House,1,,27,0,0,0,0,56,0,1
5054368,0,0,148500.0,Pensioner,House,1,,9,0,0,0,0,56,0,1
5054370,0,0,148500.0,Pensioner,House,1,,27,0,0,0,0,56,0,1
5054371,0,0,148500.0,Pensioner,House,1,,0,35,0,0,0,56,0,1
5054372,0,0,148500.0,Pensioner,House,1,,18,10,0,0,0,56,0,1
5054373,0,0,148500.0,Pensioner,House,1,,1,25,0,0,0,56,0,1
5054374,0,0,148500.0,Pensioner,House,1,,20,0,0,0,0,56,0,1
5054375,0,0,148500.0,Pensioner,House,1,,17,0,0,0,0,56,0,1
5054376,0,0,157500.0,Pensioner,House,1,,11,4,0,0,0,50,0,1
5054377,0,0,157500.0,Pensioner,House,1,,16,0,0,0,0,50,0,1
5054378,0,0,157500.0,Pensioner,House,1,,2,16,1,0,0,50,0,1
5054379,0,0,157500.0,Pensioner,House,1,,16,3,0,0,0,50,0,1
5054381,0,0,157500.0,Pensioner,House,1,,16,3,0,0,0,50,0,1
5054382,0,0,31500.0,Pensioner,House,1,,1,12,0,0,0,57,0,1
5054384,1,0,292500.0,Commercial associate,House,1,Laborers,7,8,2,0,0,38,10,1
5054389,0,0,90000.0,State servant,House,1,,0,6,0,0,0,39,1,1
5054392,0,0,90000.0,State servant,House,1,,37,6,0,0,0,39,1,1
5054393,0,0,90000.0,State servant,House,1,,5,18,0,0,0,39,1,1
5054395,0,0,90000.0,State servant,House,1,,27,11,1,0,0,37,7,1
5054396,0,0,90000.0,State servant,House,1,,28,0,0,0,0,37,7,1
5054397,0,0,90000.0,State servant,House,1,,34,11,1,0,0,37,7,1
5054398,0,0,90000.0,State servant,House,1,,28,0,0,0,0,37,7,1
5054399,0,0,45000.0,Working,House,1,Laborers,19,0,0,0,0,35,2,1
5054404,0,0,225000.0,Commercial associate,With parents,1,Managers,6,0,0,0,0,35,13,1
5054405,0,0,225000.0,Commercial associate,With parents,1,Managers,10,19,0,0,0,35,13,1
5054406,0,0,225000.0,Commercial associate,With parents,1,Managers,3,0,0,0,0,35,13,1
5054407,0,0,225000.0,Commercial associate,With parents,1,Managers,11,8,1,0,0,35,13,1
5054410,0,0,225000.0,Commercial associate,With parents,1,Managers,2,1,0,0,0,35,13,1
5054411,0,0,225000.0,Commercial associate,With parents,1,Managers,1,5,0,0,0,35,13,1
5054412,0,0,225000.0,Commercial associate,With parents,1,Managers,6,0,0,0,0,35,13,1
5054413,0,0,225000.0,Commercial associate,With parents,1,Managers,3,0,0,0,0,35,13,1
5054414,0,0,225000.0,Commercial associate,With parents,1,Managers,11,8,1,0,0,35,13,1
5054415,0,0,225000.0,Commercial associate,With parents,1,Managers,14,0,0,0,0,35,13,1
5054417,0,0,225000.0,Commercial associate,With parents,1,Managers,31,6,1,0,0,35,13,1
5054419,0,0,225000.0,Commercial associate,With parents,1,Managers,20,0,0,0,0,35,13,1
5054420,0,0,225000.0,Commercial associate,With parents,1,Managers,28,7,3,0,0,35,13,0
5054421,1,0,157500.0,Pensioner,House,1,,0,10,0,0,0,55,0,1
5054422,1,0,157500.0,Pensioner,House,1,,38,3,8,0,0,55,0,0
5054423,1,0,157500.0,Pensioner,House,1,,0,33,0,0,0,55,0,1
5054424,0,1,112500.0,Working,House,1,Core staff,1,2,0,0,0,32,4,1
5054425,0,1,112500.0,Working,House,1,Core staff,1,2,0,0,0,32,4,1
5054426,0,1,112500.0,Working,House,1,Core staff,10,0,0,0,0,32,4,1
5054429,0,1,112500.0,Working,House,1,Core staff,3,0,0,0,0,32,4,1
5054430,0,1,180000.0,Working,House,1,High skill tech staff,5,4,1,0,0,30,1,1
5054432,0,1,180000.0,Working,House,1,High skill tech staff,0,9,0,0,0,30,1,1
5054433,0,1,180000.0,Pensioner,House,1,,41,0,0,0,0,53,0,1
5054434,0,1,180000.0,Pensioner,House,1,,1,27,0,0,0,53,0,1
5054437,0,1,180000.0,Pensioner,House,1,,29,0,0,0,0,53,0,1
5054438,0,1,180000.0,Pensioner,House,1,,12,27,0,0,0,53,0,1
5054440,0,1,180000.0,Pensioner,House,1,,25,5,0,0,0,53,0,1
5054443,0,1,180000.0,Pensioner,House,1,,28,0,0,0,0,53,0,1
5054445,0,1,180000.0,Pensioner,House,1,,21,6,0,0,0,53,0,1
5054450,1,1,315000.0,Working,House,1,Laborers,13,15,0,0,0,49,3,1
5054453,1,1,315000.0,Working,House,1,Laborers,13,15,0,0,0,49,3,1
5054454,1,1,157500.0,Working,House,1,,0,11,0,0,0,22,3,1
5054455,1,1,157500.0,Working,House,1,,15,6,0,0,0,22,3,1
5054456,1,1,157500.0,Working,House,1,,2,12,0,0,0,22,3,1
5054457,1,0,135000.0,Working,House,1,Laborers,0,18,0,0,0,51,5,1
5054459,1,0,135000.0,Working,House,1,Laborers,5,22,0,0,0,51,5,1
5054460,1,0,135000.0,Working,House,1,Laborers,0,15,0,0,0,51,5,1
5054461,1,0,135000.0,Working,House,1,Laborers,15,22,0,0,0,51,5,1
5054462,1,0,135000.0,Working,House,1,Laborers,15,12,0,0,0,51,5,1
5054465,1,0,135000.0,Working,House,1,Laborers,5,22,0,0,0,51,5,1
5054466,1,0,135000.0,Working,House,1,Laborers,0,15,0,0,0,51,5,1
5054467,1,1,135000.0,Working,With parents,1,High skill tech staff,53,3,0,0,0,28,8,1
